id,firstName,lastName,maidenName,age,gender,email,phone,username,password,birthDate,image,bloodGroup,height,weight,eyeColor,hair,ip,address,macAddress,university,bank,company,ein,ssn,userAgent,crypto,role
64,Avery,Barnes,,30,female,avery.barnes@x.dummyjson.com,+91 207-801-7417,averyb,averybpass,1995-2-5,https://dummyjson.com/icon/averyb/128,O-,158.1,77.81,Green,"{'color': 'Gray', 'type': 'Kinky'}",104.8.31.159,"{'address': '466 Sixth Street', 'city': 'Philadelphia', 'state': 'Connecticut', 'stateCode': 'CT', 'postalCode': '61359', 'coordinates': {'lat': -5.728671, 'lng': 38.921097}, 'country': 'United States'}",0:40:32:8d:3f:88,Harvard University,"{'cardExpire': '11/29', 'cardNumber': '348209987427281', 'cardType': 'American Express', 'currency': 'USD', 'iban': 'DE73592158037537845511'}","{'department': 'Marketing', 'name': 'Nicolas, Adams and West', 'title': 'Data Scientist', 'address': {'address': '439 Eighth Street', 'city': 'San Francisco', 'state': 'Mississippi', 'stateCode': 'MS', 'postalCode': '29658', 'coordinates': {'lat': -50.315111, 'lng': 105.23408}, 'country': 'United States'}}",776-347,790-917-668,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
65,Caleb,Perkins,,31,male,caleb.perkins@x.dummyjson.com,+81 351-413-9369,calebp,calebppass,1994-7-28,https://dummyjson.com/icon/calebp/128,AB-,151.24,62.54,Blue,"{'color': 'White', 'type': 'Wavy'}",243.236.99.67,"{'address': '1078 Sixth Street', 'city': 'Los Angeles', 'state': 'South Carolina', 'stateCode': 'SC', 'postalCode': '12319', 'coordinates': {'lat': -25.994847, 'lng': -147.135588}, 'country': 'United States'}",79:e4:91:62:7f:fe,Columbia University,"{'cardExpire': '11/29', 'cardNumber': '378727185199132', 'cardType': 'American Express', 'currency': 'USD', 'iban': 'DE80910408666998686966'}","{'department': 'Engineering', 'name': 'Sawayn, Koss and Medhurst', 'title': 'Chief Financial Officer', 'address': {'address': '19 Fifth Street', 'city': 'San Francisco', 'state': 'Indiana', 'stateCode': 'IN', 'postalCode': '12628', 'coordinates': {'lat': -44.050336, 'lng': 142.403269}, 'country': 'United States'}}",669-255,780-780-674,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
66,Aria,Ferguson,,28,female,aria.ferguson@x.dummyjson.com,+44 434-406-8551,ariaf,ariafpass,1997-6-1,https://dummyjson.com/icon/ariaf/128,B+,161.81,97.12,Blue,"{'color': 'Blue', 'type': 'Wavy'}",180.24.111.167,"{'address': '1553 Sixth Street', 'city': 'San Diego', 'state': 'Wyoming', 'stateCode': 'WY', 'postalCode': '59501', 'coordinates': {'lat': -66.092723, 'lng': 169.9952}, 'country': 'United States'}",e2:71:6d:81:6:db,Cornell University,"{'cardExpire': '02/28', 'cardNumber': '5222769696858258', 'cardType': 'Mastercard', 'currency': 'GBP', 'iban': 'GB93YU9GTP9S3UJCULWWWL'}","{'department': 'Legal', 'name': 'Wisozk, Schamberger and Huels', 'title': 'Project Manager', 'address': {'address': '807 Eighth Street', 'city': 'Phoenix', 'state': 'New Jersey', 'stateCode': 'NJ', 'postalCode': '75765', 'coordinates': {'lat': 46.824227, 'lng': -51.392185}, 'country': 'United States'}}",952-671,705-592-753,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
67,Gabriel,Hayes,,35,male,gabriel.hayes@x.dummyjson.com,+61 386-511-8949,gabrielh,gabrielhpass,1990-4-8,https://dummyjson.com/icon/gabrielh/128,A+,172.0,83.77,Red,"{'color': 'White', 'type': 'Wavy'}",217.72.9.121,"{'address': '240 Jefferson Street', 'city': 'San Jose', 'state': 'Minnesota', 'stateCode': 'MN', 'postalCode': '63269', 'coordinates': {'lat': -25.766511, 'lng': -76.004117}, 'country': 'United States'}",24:fa:90:ce:f1:f6,University of Notre Dame,"{'cardExpire': '02/29', 'cardNumber': '3679480974040543', 'cardType': 'Diners Club International', 'currency': 'INR', 'iban': 'DE75685444844842250154'}","{'department': 'Marketing', 'name': 'Schaefer, Hackett and Kreiger', 'title': 'Technical Support Engineer', 'address': {'address': '995 Sixth Street', 'city': 'San Diego', 'state': 'California', 'stateCode': 'CA', 'postalCode': '32538', 'coordinates': {'lat': 43.683155, 'lng': -11.317141}, 'country': 'United States'}}",914-884,664-278-961,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
68,Layla,Sullivan,,26,female,layla.sullivan@x.dummyjson.com,+92 657-388-7474,laylas,laylaspass,1999-10-3,https://dummyjson.com/icon/laylas/128,O-,187.49,56.12,Gray,"{'color': 'Purple', 'type': 'Straight'}",137.194.35.102,"{'address': '639 Fourth Street', 'city': 'Denver', 'state': 'Arizona', 'stateCode': 'AZ', 'postalCode': '56891', 'coordinates': {'lat': 89.415268, 'lng': -29.532108}, 'country': 'United States'}",6:12:26:1a:e:df,Washington University in St. Louis,"{'cardExpire': '05/27', 'cardNumber': '4969294380437301', 'cardType': 'Visa', 'currency': 'JPY', 'iban': 'DE80270773734561018109'}","{'department': 'Legal', 'name': 'Carroll, Kuphal and Durgan', 'title': 'Chief Technology Officer', 'address': {'address': '270 Eighth Street', 'city': 'Phoenix', 'state': 'Arizona', 'stateCode': 'AZ', 'postalCode': '82179', 'coordinates': {'lat': -84.060906, 'lng': -59.92069}, 'country': 'United States'}}",133-199,866-686-145,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
69,Christopher,West,,32,male,christopher.west@x.dummyjson.com,+49 968-571-2475,christopherw,christopherwpass,1993-11-16,https://dummyjson.com/icon/christopherw/128,AB+,173.02,83.19,Red,"{'color': 'Blue', 'type': 'Curly'}",38.64.216.221,"{'address': '1656 Eighth Street', 'city': 'Denver', 'state': 'Pennsylvania', 'stateCode': 'PA', 'postalCode': '63011', 'coordinates': {'lat': -82.516652, 'lng': -147.519835}, 'country': 'United States'}",33:21:99:79:b5:da,University of North Carolina--Chapel Hill,"{'cardExpire': '11/27', 'cardNumber': '5279253885149052', 'cardType': 'Mastercard', 'currency': 'PKR', 'iban': 'DE33422897681286949155'}","{'department': 'Legal', 'name': 'Grant, Jacobson and Ankunding', 'title': 'Database Administrator', 'address': {'address': '1638 Oak Street', 'city': 'Phoenix', 'state': 'Nevada', 'stateCode': 'NV', 'postalCode': '79956', 'coordinates': {'lat': -1.251871, 'lng': 38.186984}, 'country': 'United States'}}",581-758,130-527-244,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
70,Zoe,Nicholson,,33,female,zoe.nicholson@x.dummyjson.com,+49 638-976-6904,zoen,zoenpass,1992-12-24,https://dummyjson.com/icon/zoen/128,A+,177.34,56.28,Hazel,"{'color': 'Red', 'type': 'Wavy'}",162.232.212.187,"{'address': '1705 Pine Street', 'city': 'Jacksonville', 'state': 'Kansas', 'stateCode': 'KS', 'postalCode': '39449', 'coordinates': {'lat': 35.632082, 'lng': 127.968158}, 'country': 'United States'}",42:fa:3e:8:22:1f,University of Miami,"{'cardExpire': '03/29', 'cardNumber': '3572305898329375', 'cardType': 'JCB', 'currency': 'PKR', 'iban': 'DE17822765864402242705'}","{'department': 'Human Resources', 'name': 'Marks LLC', 'title': 'Research Analyst', 'address': {'address': '381 Madison Street', 'city': 'Jacksonville', 'state': 'New Hampshire', 'stateCode': 'NH', 'postalCode': '30926', 'coordinates': {'lat': -32.970666, 'lng': 111.725715}, 'country': 'United States'}}",107-293,447-330-498,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
71,Nolan,Bryant,,30,male,nolan.bryant@x.dummyjson.com,+44 618-916-5243,nolanb,nolanbpass,1995-12-7,https://dummyjson.com/icon/nolanb/128,B-,180.65,94.04,Brown,"{'color': 'Gray', 'type': 'Curly'}",104.73.181.230,"{'address': '236 Lincoln Street', 'city': 'Jacksonville', 'state': 'Nevada', 'stateCode': 'NV', 'postalCode': '56830', 'coordinates': {'lat': -87.184494, 'lng': -137.530694}, 'country': 'United States'}",52:b1:47:d6:3:f3,Pepperdine University,"{'cardExpire': '04/28', 'cardNumber': '4430199802511909', 'cardType': 'Visa', 'currency': 'AUD', 'iban': 'DE39754904735053030680'}","{'department': 'Legal', 'name': 'Ziemann - Rau', 'title': 'Project Manager', 'address': {'address': '1551 Lincoln Street', 'city': 'Dallas', 'state': 'Colorado', 'stateCode': 'CO', 'postalCode': '42708', 'coordinates': {'lat': 16.782207, 'lng': 51.114636}, 'country': 'United States'}}",691-959,866-454-527,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
72,Victoria,McDonald,,28,female,victoria.mcdonald@x.dummyjson.com,+91 624-944-2089,victoriam,victoriampass,1997-9-16,https://dummyjson.com/icon/victoriam/128,AB+,172.55,97.24,Hazel,"{'color': 'Purple', 'type': 'Wavy'}",173.205.48.240,"{'address': '244 Second Street', 'city': 'Austin', 'state': 'Missouri', 'stateCode': 'MO', 'postalCode': '39608', 'coordinates': {'lat': -72.323497, 'lng': 138.264727}, 'country': 'United States'}",af:30:29:ce:56:31,Carnegie Mellon University,"{'cardExpire': '04/29', 'cardNumber': '5484756296822829', 'cardType': 'Mastercard', 'currency': 'USD', 'iban': 'DE89495183052938550075'}","{'department': 'Services', 'name': 'Auer, Hettinger and Bradtke', 'title': 'Support Specialist', 'address': {'address': '905 Tenth Street', 'city': 'Jacksonville', 'state': 'Vermont', 'stateCode': 'VT', 'postalCode': '34827', 'coordinates': {'lat': 40.651505, 'lng': -5.717716}, 'country': 'United States'}}",997-510,592-762-168,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
73,Max,Russell,,35,male,max.russell@x.dummyjson.com,+44 663-850-4302,maxr,maxrpass,1990-4-19,https://dummyjson.com/icon/maxr/128,AB-,153.37,76.58,Blue,"{'color': 'Blue', 'type': 'Wavy'}",212.179.168.242,"{'address': '1813 Ninth Street', 'city': 'Chicago', 'state': 'Oklahoma', 'stateCode': 'OK', 'postalCode': '46278', 'coordinates': {'lat': 27.088722, 'lng': 104.023237}, 'country': 'United States'}",27:d2:0:38:f1:2f,Northeastern University,"{'cardExpire': '12/27', 'cardNumber': '3678619813293851', 'cardType': 'Diners Club International', 'currency': 'NZD', 'iban': 'DE18703844898682506782'}","{'department': 'Accounting', 'name': 'Ullrich LLC', 'title': 'Product Manager', 'address': {'address': '1804 Sixth Street', 'city': 'Washington', 'state': 'Arkansas', 'stateCode': 'AR', 'postalCode': '13333', 'coordinates': {'lat': -76.948416, 'lng': -91.436585}, 'country': 'United States'}}",630-678,597-337-828,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
74,Penelope,Harper,,29,female,penelope.harper@x.dummyjson.com,+44 907-679-1302,penelopeh,penelopehpass,1996-9-14,https://dummyjson.com/icon/penelopeh/128,A-,161.76,93.74,Brown,"{'color': 'Blonde', 'type': 'Straight'}",124.114.248.236,"{'address': '571 Washington Street', 'city': 'Charlotte', 'state': 'Pennsylvania', 'stateCode': 'PA', 'postalCode': '26857', 'coordinates': {'lat': 54.991384, 'lng': 14.355841}, 'country': 'United States'}",5e:0:af:4:76:1e,University of Notre Dame,"{'cardExpire': '01/30', 'cardNumber': '348277527859982', 'cardType': 'American Express', 'currency': 'PKR', 'iban': 'DE38600509143511850161'}","{'department': 'Legal', 'name': 'Auer, Hettinger and Bradtke', 'title': 'Engineer', 'address': {'address': '767 Maple Street', 'city': 'Austin', 'state': 'Iowa', 'stateCode': 'IA', 'postalCode': '69431', 'coordinates': {'lat': -68.641974, 'lng': -147.141407}, 'country': 'United States'}}",574-118,889-739-601,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
75,Ryan,Graham,,32,male,ryan.graham@x.dummyjson.com,+92 260-518-7256,ryang,ryangpass,1993-10-2,https://dummyjson.com/icon/ryang/128,AB-,170.74,74.67,Green,"{'color': 'Blue', 'type': 'Wavy'}",168.118.81.248,"{'address': '1858 Madison Street', 'city': 'San Antonio', 'state': 'Tennessee', 'stateCode': 'TN', 'postalCode': '44329', 'coordinates': {'lat': 11.44191, 'lng': -42.217944}, 'country': 'United States'}",be:d1:6e:a1:53:65,Northeastern University,"{'cardExpire': '02/27', 'cardNumber': '5329265469096228', 'cardType': 'Mastercard', 'currency': 'PKR', 'iban': 'DE64575893844650635639'}","{'department': 'Engineering', 'name': 'Dooley LLC', 'title': 'Chief Executive Officer', 'address': {'address': '25 Tenth Street', 'city': 'Fort Worth', 'state': 'Georgia', 'stateCode': 'GA', 'postalCode': '41030', 'coordinates': {'lat': -69.994113, 'lng': -32.718397}, 'country': 'United States'}}",518-365,708-654-206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
76,Madeline,Simpson,,27,female,madeline.simpson@x.dummyjson.com,+44 371-964-4017,madelines,madelinespass,1998-12-1,https://dummyjson.com/icon/madelines/128,AB+,181.51,67.7,Brown,"{'color': 'Blonde', 'type': 'Straight'}",29.230.204.12,"{'address': '1466 Oak Street', 'city': 'Los Angeles', 'state': 'New Jersey', 'stateCode': 'NJ', 'postalCode': '29730', 'coordinates': {'lat': -61.252684, 'lng': -159.370289}, 'country': 'United States'}",92:df:e0:81:ba:1,University of Rochester,"{'cardExpire': '10/28', 'cardNumber': '5598889672042796', 'cardType': 'Mastercard', 'currency': 'EUR', 'iban': 'DE44930694766981571115'}","{'department': 'Product Management', 'name': 'King - Muller', 'title': 'Web Developer', 'address': {'address': '1090 Fifth Street', 'city': 'Jacksonville', 'state': 'Utah', 'stateCode': 'UT', 'postalCode': '25841', 'coordinates': {'lat': 12.345847, 'lng': 90.721037}, 'country': 'United States'}}",795-274,220-119-957,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
77,Jonathan,Pierce,,34,male,jonathan.pierce@x.dummyjson.com,+61 456-307-5568,jonathanp,jonathanppass,1991-9-25,https://dummyjson.com/icon/jonathanp/128,B+,151.41,57.86,Violet,"{'color': 'Blonde', 'type': 'Wavy'}",121.29.4.35,"{'address': '1110 Seventh Street', 'city': 'San Diego', 'state': 'Ohio', 'stateCode': 'OH', 'postalCode': '34379', 'coordinates': {'lat': -85.385955, 'lng': -49.11738}, 'country': 'United States'}",b4:cb:7d:c1:3:df,Emory University,"{'cardExpire': '12/30', 'cardNumber': '6011200228317947', 'cardType': 'Discover', 'currency': 'USD', 'iban': 'DE72553185887481000157'}","{'department': 'Training', 'name': 'Carroll, Kuphal and Durgan', 'title': 'Business Analyst', 'address': {'address': '18 Pine Street', 'city': 'Columbus', 'state': 'Indiana', 'stateCode': 'IN', 'postalCode': '70773', 'coordinates': {'lat': 17.128563, 'lng': 136.533697}, 'country': 'United States'}}",189-344,735-321-340,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
78,Eleanor,Tyler,,31,female,eleanor.tyler@x.dummyjson.com,+1 232-621-9938,eleanort,eleanortpass,1994-10-26,https://dummyjson.com/icon/eleanort/128,O-,195.85,70.03,Green,"{'color': 'Brown', 'type': 'Wavy'}",54.87.239.213,"{'address': '439 Pine Street', 'city': 'San Antonio', 'state': 'New Hampshire', 'stateCode': 'NH', 'postalCode': '64622', 'coordinates': {'lat': 51.5965, 'lng': 47.479982}, 'country': 'United States'}",df:94:e1:e7:3a:7,Wake Forest University,"{'cardExpire': '03/30', 'cardNumber': '6282984352125703', 'cardType': 'UnionPay', 'currency': 'EUR', 'iban': 'DE60851175428733331885'}","{'department': 'Product Management', 'name': 'Hilpert and Sons', 'title': 'Web Developer', 'address': {'address': '580 Seventh Street', 'city': 'Jacksonville', 'state': 'Indiana', 'stateCode': 'IN', 'postalCode': '57924', 'coordinates': {'lat': -3.475554, 'lng': -138.094068}, 'country': 'United States'}}",668-175,688-176-797,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
79,Isaac,Lawrence,,33,male,isaac.lawrence@x.dummyjson.com,+81 693-260-7234,isaacl,isaaclpass,1992-1-6,https://dummyjson.com/icon/isaacl/128,A+,177.52,88.08,Hazel,"{'color': 'Blue', 'type': 'Kinky'}",125.69.20.49,"{'address': '1581 Oak Street', 'city': 'Austin', 'state': 'North Dakota', 'stateCode': 'ND', 'postalCode': '62609', 'coordinates': {'lat': 63.188944, 'lng': -119.083714}, 'country': 'United States'}",7f:5b:44:3e:95:5a,University of Southern California,"{'cardExpire': '09/28', 'cardNumber': '3671333437099820', 'cardType': 'Diners Club International', 'currency': 'AUD', 'iban': 'DE68908839907520337336'}","{'department': 'Marketing', 'name': 'Jacobi - Miller', 'title': 'Chief Financial Officer', 'address': {'address': '1545 Lincoln Street', 'city': 'Denver', 'state': 'Vermont', 'stateCode': 'VT', 'postalCode': '70818', 'coordinates': {'lat': 54.214373, 'lng': 24.417613}, 'country': 'United States'}}",693-345,822-940-545,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
80,Hazel,Gardner,,28,female,hazel.gardner@x.dummyjson.com,+91 688-478-9459,hazelg,hazelgpass,1997-9-18,https://dummyjson.com/icon/hazelg/128,O+,166.79,82.31,Red,"{'color': 'Red', 'type': 'Wavy'}",6.254.212.106,"{'address': '756 Washington Street', 'city': 'New York', 'state': 'Kentucky', 'stateCode': 'KY', 'postalCode': '35181', 'coordinates': {'lat': -9.898936, 'lng': 81.738951}, 'country': 'United States'}",c4:f4:db:3e:e5:8f,Duke University,"{'cardExpire': '10/28', 'cardNumber': '6242995375483407', 'cardType': 'UnionPay', 'currency': 'AUD', 'iban': 'DE65180546074755787211'}","{'department': 'Business Development', 'name': 'Nolan Group', 'title': 'Systems Analyst', 'address': {'address': '854 Lincoln Street', 'city': 'Jacksonville', 'state': 'Virginia', 'stateCode': 'VA', 'postalCode': '48095', 'coordinates': {'lat': -55.152851, 'lng': -42.985461}, 'country': 'United States'}}",511-786,465-156-294,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
81,Austin,Hudson,,30,male,austin.hudson@x.dummyjson.com,+81 405-412-4250,austinh,austinhpass,1995-5-1,https://dummyjson.com/icon/austinh/128,A-,189.77,66.83,Blue,"{'color': 'Blue', 'type': 'Straight'}",147.130.253.116,"{'address': '1468 Eighth Street', 'city': 'Los Angeles', 'state': 'Maryland', 'stateCode': 'MD', 'postalCode': '64305', 'coordinates': {'lat': -28.392471, 'lng': -44.144328}, 'country': 'United States'}",e:c0:3:62:e2:d0,University of Michigan--Ann Arbor,"{'cardExpire': '02/30', 'cardNumber': '6011463292832932', 'cardType': 'Discover', 'currency': 'GBP', 'iban': 'GB912RDPFF9YXGMYS7IO14'}","{'department': 'Sales', 'name': 'Okuneva Group', 'title': 'Legal Counsel', 'address': {'address': '1323 Adams Street', 'city': 'Jacksonville', 'state': 'Mississippi', 'stateCode': 'MS', 'postalCode': '18643', 'coordinates': {'lat': -47.033335, 'lng': -68.205081}, 'country': 'United States'}}",536-921,731-202-997,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
82,Lillian,Bishop,,27,female,lillian.bishop@x.dummyjson.com,+92 538-589-5885,lillianb,lillianbpass,1998-8-2,https://dummyjson.com/icon/lillianb/128,O-,192.14,64.86,Hazel,"{'color': 'Blue', 'type': 'Curly'}",24.17.79.226,"{'address': '1959 Lincoln Street', 'city': 'Jacksonville', 'state': 'Minnesota', 'stateCode': 'MN', 'postalCode': '79154', 'coordinates': {'lat': 39.203338, 'lng': -68.447736}, 'country': 'United States'}",6c:98:f0:ac:bb:c2,Johns Hopkins University,"{'cardExpire': '11/28', 'cardNumber': '6251160829300404', 'cardType': 'UnionPay', 'currency': 'CAD', 'iban': 'DE24616534006239319185'}","{'department': 'Research and Development', 'name': 'Rippin Inc', 'title': 'Research Analyst', 'address': {'address': '566 Jefferson Street', 'city': 'Austin', 'state': 'New Jersey', 'stateCode': 'NJ', 'postalCode': '22760', 'coordinates': {'lat': 43.175263, 'lng': -169.602231}, 'country': 'United States'}}",260-576,167-792-820,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
83,Dylan,Wells,,35,male,dylan.wells@x.dummyjson.com,+49 659-638-1106,dylanw,dylanwpass,1990-11-7,https://dummyjson.com/icon/dylanw/128,O+,156.56,83.29,Amber,"{'color': 'Brown', 'type': 'Curly'}",254.112.7.252,"{'address': '816 Sixth Street', 'city': 'Philadelphia', 'state': 'West Virginia', 'stateCode': 'WV', 'postalCode': '54522', 'coordinates': {'lat': -82.623651, 'lng': 33.259567}, 'country': 'United States'}",b7:c7:29:ff:e0:49,William & Mary,"{'cardExpire': '07/29', 'cardNumber': '3597467382729154', 'cardType': 'JCB', 'currency': 'AUD', 'iban': 'DE62128867521743907285'}","{'department': 'Services', 'name': 'Schmidt - Hyatt', 'title': 'Support Specialist', 'address': {'address': '360 Sixth Street', 'city': 'Seattle', 'state': 'Florida', 'stateCode': 'FL', 'postalCode': '16124', 'coordinates': {'lat': 61.755934, 'lng': -149.215844}, 'country': 'United States'}}",560-210,572-136-332,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
84,Aaliyah,Hanson,,29,female,aaliyah.hanson@x.dummyjson.com,+1 275-501-1119,aaliyahh,aaliyahhpass,1996-3-20,https://dummyjson.com/icon/aaliyahh/128,B+,164.5,92.03,Blue,"{'color': 'Gray', 'type': 'Wavy'}",51.180.201.49,"{'address': '790 Eighth Street', 'city': 'Philadelphia', 'state': 'North Dakota', 'stateCode': 'ND', 'postalCode': '51438', 'coordinates': {'lat': 15.832722, 'lng': -148.237795}, 'country': 'United States'}",89:50:ac:7e:d0:b6,Cornell University,"{'cardExpire': '02/28', 'cardNumber': '6011926454334632', 'cardType': 'Discover', 'currency': 'CAD', 'iban': 'DE02970928927762628941'}","{'department': 'Accounting', 'name': 'Marvin Inc', 'title': 'Quality Assurance Engineer', 'address': {'address': '747 Ninth Street', 'city': 'San Francisco', 'state': 'North Carolina', 'stateCode': 'NC', 'postalCode': '68238', 'coordinates': {'lat': -53.992111, 'lng': -32.617357}, 'country': 'United States'}}",709-477,453-478-272,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
